customer_id,customer_name,email,registration_date,customer_type
80,Customer 80,customer80@example.com,2025-02-27,REGULAR
81,Customer 81,customer81@example.com,2024-11-02,REGULAR
82,Customer 82,customer82@example.com,2022-05-21,PREMIUM
83,Customer 83,customer83@example.com,2024-06-16,VIP
84,Customer 84,customer84@example.com,2025-09-01,REGULAR
85,Customer 85,customer85@example.com,2025-02-09,VIP
86,Customer 86,customer86@example.com,2022-10-03,REGULAR
87,Customer 87,customer87@example.com,2025-02-07,PREMIUM
88,Customer 88,customer88@example.com,2023-03-08,REGULAR
89,Customer 89,customer89@example.com,2023-06-25,PREMIUM
90,Customer 90,customer90@example.com,2022-04-15,VIP
91,Customer 91,customer91@example.com,2023-07-21,REGULAR
92,Customer 92,customer92@example.com,2022-09-25,PREMIUM
93,Customer 93,customer93@example.com,2024-06-23,VIP
94,Customer 94,customer94@example.com,2022-01-20,REGULAR
95,Customer 95,customer95@example.com,2025-11-16,VIP
96,Customer 96,customer96@example.com,2024-01-27,VIP
97,Customer 97,customer97@example.com,2022-09-19,PREMIUM
98,Customer 98,customer98@example.com,2022-03-23,REGULAR
99,Customer 99,customer99@example.com,2025-09-27,PREMIUM
100,Customer 100,customer100@example.com,2024-04-12,VIP
101,Customer 101,customer101@example.com,2023-04-30,REGULAR
102,Customer 102,customer102@example.com,2022-02-20,VIP
103,Customer 103,customer103@example.com,2024-04-23,PREMIUM
104,Customer 104,customer104@example.com,2025-12-07,PREMIUM
105,Customer 105,customer105@example.com,2024-08-21,REGULAR
106,Customer 106,customer106@example.com,2024-07-31,PREMIUM
107,Customer 107,customer107@example.com,2023-04-12,REGULAR
108,Customer 108,customer108@example.com,2024-03-27,PREMIUM
109,Customer 109,customer109@example.com,2023-07-26,VIP
110,Customer 110,customer110@example.com,2025-10-23,PREMIUM
111,Customer 111,customer111@example.com,2022-08-25,REGULAR
112,Customer 112,customer112@example.com,2023-06-28,REGULAR
113,Customer 113,customer113@example.com,2023-12-09,PREMIUM
114,Customer 114,customer114@example.com,2024-11-13,PREMIUM
115,Customer 115,customer115@example.com,2023-01-25,REGULAR
116,Customer 116,customer116@example.com,2022-01-04,VIP
117,Customer 117,customer117@example.com,2025-10-05,PREMIUM
118,Customer 118,customer118@example.com,2025-09-22,VIP
119,Customer 119,customer119@example.com,2022-09-13,VIP
120,Customer 120,customer120@example.com,2024-04-16,PREMIUM
121,Customer 121,customer121@example.com,2025-02-09,REGULAR
122,Customer 122,customer122@example.com,2024-02-16,VIP
123,Customer 123,customer123@example.com,2024-04-11,REGULAR
124,Customer 124,customer124@example.com,2023-03-07,VIP
125,Customer 125,customer125@example.com,2023-10-22,PREMIUM
126,Customer 126,customer126@example.com,2023-03-14,PREMIUM
127,Customer 127,customer127@example.com,2022-12-14,REGULAR
128,Customer 128,customer128@example.com,2025-09-21,VIP
129,Customer 129,customer129@example.com,2023-04-27,REGULAR
130,Customer 130,customer130@example.com,2022-10-29,REGULAR
131,Customer 131,customer131@example.com,2024-08-31,REGULAR
132,Customer 132,customer132@example.com,2025-07-13,REGULAR
133,Customer 133,customer133@example.com,2024-02-26,PREMIUM
134,Customer 134,customer134@example.com,2025-09-05,REGULAR
135,Customer 135,customer135@example.com,2023-03-25,VIP
136,Customer 136,customer136@example.com,2022-04-13,REGULAR
137,Customer 137,customer137@example.com,2022-09-06,REGULAR
138,Customer 138,customer138@example.com,2025-09-29,VIP
139,Customer 139,customer139@example.com,2024-06-25,VIP
140,Customer 140,customer140@example.com,2024-05-23,PREMIUM
141,Customer 141,customer141@example.com,2024-08-30,PREMIUM
142,Customer 142,customer142@example.com,2025-07-29,VIP
143,Customer 143,customer143@example.com,2023-05-05,PREMIUM
144,Customer 144,customer144@example.com,2023-08-09,PREMIUM
145,Customer 145,customer145@example.com,2025-01-11,REGULAR
146,Customer 146,customer146@example.com,2024-02-24,VIP
147,Customer 147,customer147@example.com,2024-04-29,PREMIUM
148,Customer 148,customer148@example.com,2024-05-01,REGULAR
149,Customer 149,customer149@example.com,2024-03-08,VIP
150,Customer 150,customer150@,2024-09-03,PREMIUM
151,Customer 151,customer151@example.com,2024-03-09,VIP
152,Customer 152,customer152@example.com,2025-01-23,REGULAR
153,Customer 153,customer153@example.com,2023-07-13,PREMIUM
154,Customer 154,customer154@example.com,2023-11-20,VIP
155,Customer 155,customer155@example.com,2024-08-15,VIP
156,Customer 156,customer156@example.com,2024-03-17,VIP
157,Customer 157,customer157@example.com,2022-06-21,PREMIUM
158,Customer 158,customer158@example.com,2024-08-03,REGULAR
159,Customer 159,customer159@example.com,2023-11-02,PREMIUM
160,Customer 160,customer160@example.com,2024-02-16,PREMIUM
161,Customer 161,customer161@example.com,2022-06-17,REGULAR
162,Customer 162,customer162@example.com,2022-04-17,REGULAR
163,Customer 163,customer163@example.com,2025-08-27,REGULAR
164,Customer 164,customer164@example.com,2023-02-13,VIP
165,Customer 165,customer165@example.com,2022-09-16,VIP
166,Customer 166,customer166@example.com,2023-03-23,VIP
167,Customer 167,customer167@example.com,2024-01-26,VIP
168,Customer 168,customer168@example.com,2022-08-23,PREMIUM
169,Customer 169,customer169@example.com,2022-02-22,VIP
170,Customer 170,customer170@example.com,2024-02-08,VIP
171,Customer 171,customer171@example.com,2025-04-27,REGULAR
172,Customer 172,customer172@example.com,2023-09-10,REGULAR
173,Customer 173,customer173@example.com,2025-03-05,PREMIUM
174,Customer 174,customer174@example.com,2025-09-16,REGULAR
175,Customer 175,customer175@example.com,2023-11-30,PREMIUM
176,Customer 176,customer176@example.com,2022-08-05,PREMIUM
177,Customer 177,customer177@example.com,2024-07-30,PREMIUM
178,Customer 178,customer178@example.com,2024-12-04,PREMIUM
179,Customer 179,customer179@example.com,2025-01-07,PREMIUM
180,Customer 180,customer180@example.com,2025-04-28,PREMIUM
181,Customer 181,customer181@example.com,2022-06-27,PREMIUM
182,Customer 182,customer182@example.com,2024-08-09,VIP
183,Customer 183,customer183@example.com,2023-11-20,PREMIUM
184,Customer 184,customer184@example.com,2023-01-08,REGULAR
185,Customer 185,customer185@example.com,2023-06-14,PREMIUM
186,Customer 186,customer186@example.com,2025-12-07,VIP
187,Customer 187,customer187example.com,2022-06-25,VIP
188,Customer 188,customer188@example.com,2025-02-11,VIP
189,Customer 189,customer189@example.com,2025-12-28,PREMIUM
190,Customer 190,customer190@example.com,2022-07-10,REGULAR
191,Customer 191,customer191@example.com,2023-05-14,VIP
192,Customer 192,customer192@example.com,2024-08-27,VIP
193,Customer 193,customer193@example.com,2025-02-01,PREMIUM
194,Customer 194,customer194@example.com,2023-07-09,PREMIUM
195,Customer 195,customer195@example.com,2023-01-30,REGULAR
196,Customer 196,customer196@example.com,2025-11-14,REGULAR
197,Customer 197,customer197@example.com,2024-09-18,VIP
198,Customer 198,customer198@example.com,2024-12-10,PREMIUM
199,Customer 199,customer199@example.com,2023-02-02,REGULAR
200,Customer 200,customer200@example.com,2023-09-12,VIP
201,Customer 201,customer201@example.com,2023-07-16,REGULAR
202,Customer 202,customer202@example.com,2025-11-29,VIP
203,Customer 203,customer203@example.com,2024-10-02,REGULAR
204,Customer 204,customer204@example.com,2024-08-19,PREMIUM
205,Customer 205,customer205@example.com,2022-04-16,PREMIUM
206,Customer 206,customer206@example.com,2022-05-14,PREMIUM
207,Customer 207,customer207@example.com,2025-07-13,REGULAR
208,Customer 208,customer208@example.com,2025-02-26,REGULAR
209,Customer 209,customer209@example.com,2022-08-31,PREMIUM
210,Customer 210,customer210@example.com,2025-06-20,VIP
211,Customer 211,customer211@example.com,2024-06-25,VIP
212,Customer 212,customer212@example.com,2023-09-18,VIP
213,Customer 213,customer213@example.com,2022-07-23,VIP
214,Customer 214,customer214@example.com,2025-09-14,REGULAR
215,Customer 215,customer215@example.com,2025-02-04,REGULAR
216,Customer 216,customer216@,2025-11-12,PREMIUM
217,Customer 217,customer217@example.com,2023-04-20,VIP
218,Customer 218,customer218@example.com,2024-07-18,VIP
219,Customer 219,customer219@example.com,2023-06-26,VIP
220,Customer 220,customer220@example.com,2023-02-10,REGULAR
221,Customer 221,customer221@example.com,2025-08-19,PREMIUM
222,Customer 222,customer222@example.com,2022-05-27,REGULAR
223,Customer 223,customer223@example.com,2025-05-03,PREMIUM
224,Customer 224,customer224@example.com,2024-08-17,VIP
225,Customer 225,customer225@example.com,2023-07-12,VIP
226,Customer 226,customer226@example.com,2022-06-14,REGULAR
227,Customer 227,customer227@example.com,2023-10-23,PREMIUM
228,Customer 228,customer228@example.com,2023-04-14,VIP
229,Customer 229,customer229@example.com,2025-10-08,VIP
230,Customer 230,customer230@example.com,2022-12-25,VIP
231,Customer 231,customer231@example.com,2023-07-24,VIP
232,Customer 232,customer232@example.com,2024-10-04,PREMIUM
233,Customer 233,customer233@example.com,2023-11-14,VIP
234,Customer 234,customer234@example.com,2022-11-26,PREMIUM
235,Customer 235,customer235@example.com,2023-08-14,VIP
236,Customer 236,customer236@example.com,2022-06-30,PREMIUM
237,Customer 237,customer237@example.com,2024-04-07,REGULAR
238,Customer 238,customer238@example.com,2025-01-16,PREMIUM
239,Customer 239,customer239@example.com,2024-11-27,VIP
240,Customer 240,customer240@example.com,2025-07-04,REGULAR
241,Customer 241,customer241@example.com,2025-01-29,PREMIUM
242,Customer 242,customer242@example.com,2025-12-01,REGULAR
243,Customer 243,customer243@example.com,2025-07-14,REGULAR
244,Customer 244,customer244@example.com,2023-09-29,REGULAR
245,Customer 245,customer245@example.com,2022-07-10,REGULAR
246,Customer 246,customer246@example.com,2022-08-29,REGULAR
247,Customer 247,customer247@example.com,2023-08-21,VIP
248,Customer 248,customer248@example.com,2024-09-15,REGULAR
249,Customer 249,customer249@example.com,2022-10-24,REGULAR
250,Customer 250,customer250@example.com,2024-11-06,REGULAR
251,Customer 251,customer251@example.com,2024-04-29,VIP
252,Customer 252,customer252@example.com,2022-01-06,VIP
253,Customer 253,customer253@example.com,2025-04-17,VIP
254,Customer 254,customer254@example.com,2022-11-01,VIP
255,Customer 255,customer255@example.com,2023-11-12,VIP
256,Customer 256,customer256@example.com,2023-10-22,VIP
257,Customer 257,customer257@example.com,2024-02-24,PREMIUM
258,Customer 258,customer258@example.com,2024-08-26,PREMIUM
259,Customer 259,customer259@example.com,2025-08-28,PREMIUM
260,Customer 260,customer260@example.com,2022-09-16,VIP
261,Customer 261,customer261@example.com,2022-07-25,REGULAR
262,Customer 262,customer262@example.com,2024-07-24,VIP
263,Customer 263,customer263@example.com,2025-09-02,REGULAR
264,Customer 264,customer264@example.com,2023-06-27,VIP
265,Customer 265,customer265@example.com,2025-08-23,PREMIUM
266,Customer 266,customer266@example.com,2024-12-28,PREMIUM
267,Customer 267,customer267@example.com,2024-09-26,REGULAR
268,Customer 268,customer268@example.com,2023-04-26,VIP
269,Customer 269,customer269@example.com,2023-04-11,PREMIUM
270,Customer 270,customer270@example.com,2025-07-21,PREMIUM
271,Customer 271,customer271@example.com,2023-09-06,REGULAR
272,Customer 272,customer272@example.com,2022-04-25,PREMIUM
273,Customer 273,customer273@example.com,2022-10-26,VIP
274,Customer 274,customer274@example.com,2025-10-28,REGULAR
275,Customer 275,customer275@example.com,2025-06-02,VIP
276,Customer 276,customer276@example.com,2024-10-16,REGULAR
277,Customer 277,customer277@example.com,2025-07-30,PREMIUM
278,Customer 278,customer278@example.com,2022-01-20,PREMIUM
279,Customer 279,customer279@example.com,2022-11-20,PREMIUM
280,Customer 280,customer280@example.com,2025-04-18,VIP
281,Customer 281,customer281@example.com,2025-11-14,PREMIUM
282,Customer 282,customer282@example.com,2023-02-12,PREMIUM
283,Customer 283,customer283@example.com,2024-02-21,PREMIUM
284,Customer 284,customer284@example.com,2025-12-03,REGULAR
285,Customer 285,customer285@example.com,2025-09-10,PREMIUM
286,Customer 286,customer286example.com,2025-05-26,PREMIUM
287,Customer 287,customer287@example.com,2023-04-17,PREMIUM
288,Customer 288,customer288@example.com,2023-01-25,PREMIUM
289,Customer 289,customer289@example.com,2025-09-12,VIP
290,Customer 290,customer290@example.com,2025-07-09,REGULAR
291,Customer 291,customer291@example.com,2024-06-21,VIP
292,Customer 292,customer292@example.com,2022-09-27,PREMIUM
293,Customer 293,customer293@example.com,2024-04-30,REGULAR
294,Customer 294,customer294@example.com,2025-01-09,VIP
295,Customer 295,customer295@example.com,2023-07-13,PREMIUM
296,Customer 296,customer296@example.com,2024-09-13,VIP
297,Customer 297,customer297@example.com,2022-08-24,REGULAR
298,Customer 298,customer298@example.com,2023-04-08,VIP
299,Customer 299,customer299@example.com,2024-03-19,PREMIUM
300,Customer 300,customer300@example.com,2024-07-20,VIP
301,Customer 301,customer301@example.com,2023-06-21,PREMIUM
302,Customer 302,customer302@example.com,2024-01-31,VIP
303,Customer 303,customer303@example.com,2022-02-21,VIP
304,Customer 304,customer304@example.com,2025-06-03,VIP
305,Customer 305,customer305@example.com,2024-08-08,VIP
306,Customer 306,customer306@example.com,2022-10-14,REGULAR
307,Customer 307,customer307@example.com,2024-10-05,REGULAR
308,Customer 308,customer308@example.com,2025-01-05,PREMIUM
309,Customer 309,customer309@example.com,2025-10-05,PREMIUM
310,Customer 310,customer310@example.com,2022-11-13,VIP
311,Customer 311,customer311@example.com,2024-09-29,PREMIUM
312,Customer 312,customer312@example.com,2023-07-27,VIP
313,Customer 313,customer313@example.com,2024-06-27,REGULAR
314,Customer 314,customer314@example.com,2022-07-23,VIP
315,Customer 315,customer315@example.com,2025-08-13,REGULAR
316,Customer 316,customer316@example.com,2023-01-24,PREMIUM
317,Customer 317,customer317@example.com,2023-03-11,VIP
318,Customer 318,customer318@example.com,2022-02-13,PREMIUM
319,Customer 319,customer319@example.com,2022-09-15,REGULAR
320,Customer 320,customer320@example.com,2025-02-09,VIP
321,Customer 321,customer321@example.com,2023-04-23,REGULAR
322,Customer 322,customer322@example.com,2025-05-05,PREMIUM
323,Customer 323,customer323@example.com,2022-10-24,VIP
324,Customer 324,customer324@example.com,2022-12-24,VIP
325,Customer 325,customer325@example.com,2022-09-27,PREMIUM
326,Customer 326,customer326@example.com,2023-05-03,PREMIUM
327,Customer 327,customer327@,2022-04-18,VIP
328,Customer 328,customer328@example.com,2022-08-21,PREMIUM
329,Customer 329,customer329@example.com,2024-01-12,VIP
330,Customer 330,customer330@example.com,2024-10-28,VIP
331,Customer 331,customer331@example.com,2025-09-11,PREMIUM
332,Customer 332,customer332@example.com,2022-03-05,PREMIUM
333,Customer 333,customer333@example.com,2024-05-23,PREMIUM
334,Customer 334,customer334@example.com,2024-06-27,REGULAR
335,Customer 335,customer335@example.com,2022-10-31,REGULAR
336,Customer 336,customer336@example.com,2025-07-20,VIP
337,Customer 337,customer337@example.com,2024-02-20,VIP
338,Customer 338,customer338@example.com,2024-11-01,PREMIUM
339,Customer 339,customer339@example.com,2025-12-08,VIP
340,Customer 340,customer340@example.com,2025-02-03,PREMIUM
341,Customer 341,customer341@example.com,2023-04-13,PREMIUM
342,Customer 342,customer342@example.com,2024-03-27,VIP
343,Customer 343,customer343@example.com,2024-05-24,VIP
344,Customer 344,customer344@example.com,2022-11-09,REGULAR
345,Customer 345,customer345@example.com,2022-06-24,PREMIUM
346,Customer 346,customer346@example.com,2024-02-03,VIP
347,Customer 347,customer347@example.com,2025-02-24,PREMIUM
348,Customer 348,customer348@example.com,2024-04-21,VIP
349,Customer 349,customer349@example.com,2024-05-16,PREMIUM
350,Customer 350,customer350@example.com,2023-12-22,VIP
351,Customer 351,customer351@example.com,2022-11-13,PREMIUM
352,Customer 352,customer352@example.com,2022-08-10,VIP
353,Customer 353,customer353@example.com,2023-07-25,REGULAR
354,Customer 354,customer354@example.com,2025-02-22,VIP
355,Customer 355,customer355@example.com,2025-02-14,VIP
356,Customer 356,customer356@example.com,2025-11-21,REGULAR
357,Customer 357,customer357@example.com,2025-12-10,PREMIUM
358,Customer 358,customer358@example.com,2023-01-07,VIP
359,Customer 359,customer359@example.com,2022-05-23,VIP
360,Customer 360,customer360@example.com,2022-03-04,VIP
361,Customer 361,customer361@example.com,2024-02-10,PREMIUM
362,Customer 362,customer362@example.com,2024-01-28,VIP
363,Customer 363,customer363@example.com,2025-03-08,REGULAR
364,Customer 364,customer364@example.com,2022-11-15,VIP
365,Customer 365,customer365@example.com,2022-06-17,PREMIUM
366,Customer 366,customer366@example.com,2024-09-21,PREMIUM
367,Customer 367,customer367@example.com,2023-03-18,REGULAR
368,Customer 368,customer368@example.com,2022-08-16,VIP
369,Customer 369,customer369@example.com,2024-09-23,VIP
370,Customer 370,customer370@example.com,2023-03-28,VIP
371,Customer 371,customer371@example.com,2023-02-23,REGULAR
372,Customer 372,customer372@example.com,2023-06-08,PREMIUM
373,Customer 373,customer373@example.com,2024-10-15,REGULAR
374,Customer 374,customer374@example.com,2024-12-26,VIP
375,Customer 375,customer375@example.com,2025-09-30,REGULAR
376,Customer 376,customer376@example.com,2022-03-28,REGULAR
377,Customer 377,customer377@example.com,2022-06-09,VIP
378,Customer 378,customer378@example.com,2024-04-08,PREMIUM
379,Customer 379,customer379@example.com,2024-04-09,PREMIUM
380,Customer 380,customer380@example.com,2025-06-19,VIP
381,Customer 381,customer381@example.com,2022-06-30,REGULAR
382,Customer 382,customer382@example.com,2025-04-21,VIP
383,Customer 383,customer383@example.com,2023-09-28,REGULAR
384,Customer 384,customer384@example.com,2022-12-11,VIP
385,Customer 385,customer385@example.com,2024-12-22,REGULAR
386,Customer 386,customer386@example.com,2023-12-17,VIP
387,Customer 387,customer387@example.com,2025-08-14,REGULAR
388,Customer 388,customer388@example.com,2023-06-09,REGULAR
389,Customer 389,customer389@example.com,2025-09-04,REGULAR
390,Customer 390,customer390@example.com,2025-07-10,PREMIUM
391,Customer 391,customer391@example.com,2025-04-01,VIP
392,Customer 392,customer392@example.com,2025-03-02,VIP
393,Customer 393,customer393@example.com,2023-10-24,PREMIUM
394,Customer 394,customer394@example.com,2022-05-20,PREMIUM
395,Customer 395,customer395@example.com,2023-07-17,REGULAR
396,Customer 396,customer396@example.com,2022-06-01,PREMIUM
397,Customer 397,customer397@example.com,2022-04-27,PREMIUM
398,Customer 398,customer398@example.com,2022-07-04,VIP
399,Customer 399,customer399@example.com,2024-08-05,VIP
400,Customer 400,customer400@example.com,2022-03-26,VIP
401,Customer 401,customer401@example.com,2023-10-21,PREMIUM
402,Customer 402,customer402@example.com,2022-05-07,REGULAR
403,Customer 403,customer403@example.com,2023-12-05,VIP
404,Customer 404,customer404@example.com,2022-03-22,VIP
405,Customer 405,customer405@example.com,2024-06-18,VIP
406,Customer 406,customer406@example.com,2024-01-16,PREMIUM
407,Customer 407,customer407@example.com,2023-11-24,REGULAR
408,Customer 408,customer408@example.com,2025-08-18,REGULAR
409,Customer 409,customer409@example.com,2025-02-16,PREMIUM
410,Customer 410,customer410@example.com,2025-09-06,REGULAR
411,Customer 411,customer411@example.com,2025-04-08,PREMIUM
412,Customer 412,customer412@example.com,2025-09-05,REGULAR
413,Customer 413,customer413@example.com,2022-06-23,VIP
414,Customer 414,customer414@example.com,2023-11-04,VIP
415,Customer 415,customer415@example.com,2025-11-04,REGULAR
416,Customer 416,customer416@example.com,2024-05-17,PREMIUM
417,Customer 417,customer417@,2023-01-05,PREMIUM
418,Customer 418,customer418@example.com,2024-09-22,REGULAR
419,Customer 419,customer419@example.com,2022-11-14,PREMIUM
420,Customer 420,customer420@example.com,2022-07-27,VIP
421,Customer 421,customer421@example.com,2024-12-14,VIP
422,Customer 422,customer422@example.com,2025-06-19,VIP
423,Customer 423,customer423@example.com,2022-11-29,VIP
424,Customer 424,customer424@example.com,2022-12-06,REGULAR
425,Customer 425,customer425@example.com,2025-10-17,PREMIUM
426,Customer 426,customer426@example.com,2024-07-08,VIP
427,Customer 427,customer427@example.com,2024-08-18,PREMIUM
428,Customer 428,customer428@example.com,2025-03-14,PREMIUM
429,Customer 429,customer429@example.com,2024-02-22,VIP
430,Customer 430,customer430@example.com,2022-11-28,VIP
431,Customer 431,customer431@example.com,2023-05-28,VIP
432,Customer 432,customer432@example.com,2024-01-31,REGULAR
433,Customer 433,customer433@example.com,2024-11-22,PREMIUM
434,Customer 434,customer434@example.com,2022-11-25,PREMIUM
435,Customer 435,customer435@example.com,2022-10-29,REGULAR
436,Customer 436,customer436@example.com,2023-03-31,PREMIUM
437,Customer 437,customer437@example.com,2024-04-29,PREMIUM
438,Customer 438,customer438@example.com,2023-04-28,REGULAR
439,Customer 439,customer439@example.com,2022-02-27,REGULAR
440,Customer 440,customer440@example.com,2025-08-24,REGULAR
441,Customer 441,customer441@example.com,2023-08-11,VIP
442,Customer 442,customer442@example.com,2025-12-15,PREMIUM
443,Customer 443,customer443@example.com,2022-06-12,PREMIUM
444,Customer 444,customer444@example.com,2022-11-03,VIP
445,Customer 445,customer445@example.com,2024-05-16,PREMIUM
446,Customer 446,customer446@example.com,2022-09-07,REGULAR
447,Customer 447,customer447@example.com,2025-06-29,REGULAR
448,Customer 448,customer448@example.com,2024-10-20,VIP
449,Customer 449,customer449example.com,2022-10-22,PREMIUM
450,Customer 450,customer450@,2023-05-08,PREMIUM
451,Customer 451,customer451@example.com,2025-09-30,VIP
452,Customer 452,customer452@example.com,2022-05-19,VIP
453,Customer 453,customer453@example.com,2024-11-05,REGULAR
454,Customer 454,customer454@example.com,2024-08-20,VIP
455,Customer 455,customer455@example.com,2024-02-04,VIP
456,Customer 456,customer456example.com,2023-12-08,VIP
457,Customer 457,customer457@example.com,2022-08-01,VIP
458,Customer 458,customer458@example.com,2022-10-01,PREMIUM
459,Customer 459,customer459@example.com,2025-08-09,VIP
460,Customer 460,customer460@example.com,2025-11-25,VIP
461,Customer 461,customer461@example.com,2022-10-04,VIP
462,Customer 462,customer462@example.com,2024-07-26,PREMIUM
463,Customer 463,customer463@example.com,2023-02-13,PREMIUM
464,Customer 464,customer464@example.com,2024-11-21,VIP
465,Customer 465,customer465@example.com,2022-03-16,REGULAR
466,Customer 466,customer466@example.com,2022-04-08,PREMIUM
467,Customer 467,customer467@example.com,2024-01-24,PREMIUM
468,Customer 468,customer468@example.com,2024-03-02,REGULAR
469,Customer 469,customer469@example.com,2024-10-15,VIP
470,Customer 470,customer470@example.com,2022-06-19,REGULAR
471,Customer 471,customer471@example.com,2023-01-05,PREMIUM
472,Customer 472,customer472@example.com,2022-06-13,VIP
473,Customer 473,customer473@example.com,2024-07-02,VIP
474,Customer 474,customer474@example.com,2025-11-13,PREMIUM
475,Customer 475,customer475@example.com,2023-12-24,PREMIUM
476,Customer 476,customer476@example.com,2022-04-28,VIP
477,Customer 477,customer477@example.com,2024-01-15,VIP
478,Customer 478,customer478@example.com,2022-03-05,VIP
479,Customer 479,customer479@example.com,2024-06-16,REGULAR
480,Customer 480,customer480@example.com,2025-08-14,PREMIUM
481,Customer 481,customer481@example.com,2025-03-07,VIP
482,Customer 482,customer482@example.com,2024-07-10,PREMIUM
483,Customer 483,customer483@example.com,2022-06-07,REGULAR
484,Customer 484,customer484@example.com,2024-03-26,VIP
485,Customer 485,customer485@example.com,2022-08-21,VIP
486,Customer 486,customer486@example.com,2024-11-26,VIP
487,Customer 487,customer487@example.com,2023-06-18,REGULAR
488,Customer 488,customer488@example.com,2023-08-08,REGULAR
